TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2020,12,26,5,56,11XX MAIN ST,Central Business District,492721.3272,5458007.926
Break and Enter Commercial,2020,10,13,5,0,11XX MAINLAND ST,Central Business District,491157.3109,5458015.942
Break and Enter Commercial,2020,10,9,4,0,11XX MAINLAND ST,Central Business District,491174.587,5458033.058
Break and Enter Commercial,2020,10,9,4,19,11XX MAINLAND ST,Central Business District,491174.587,5458033.058
Break and Enter Commercial,2020,1,28,1,30,11XX MAINLAND ST,Central Business District,491181.5398,5458052.818
Break and Enter Commercial,2020,11,24,1,39,11XX MAINLAND ST,Central Business District,491197.3282,5458068.461
Break and Enter Commercial,2020,4,9,3,0,11XX MAINLAND ST,Central Business District,491213.501,5458084.484
Break and Enter Commercial,2020,8,2,15,0,11XX MARINASIDE CRES,Central Business District,491334.8654,5457850.523
Break and Enter Commercial,2020,9,19,5,53,11XX MARINASIDE CRES,Central Business District,491334.8654,5457850.523
Break and Enter Commercial,2020,2,13,1,46,11XX MELVILLE ST,Central Business District,491020.5968,5459406.983
Break and Enter Commercial,2020,11,22,1,0,11XX MELVILLE ST,Central Business District,491020.5968,5459406.983
Break and Enter Commercial,2020,1,15,8,55,11XX MELVILLE ST,Central Business District,491076.9743,5459365.16
Break and Enter Commercial,2020,2,26,18,13,11XX MELVILLE ST,Central Business District,491117.6931,5459313.04
Break and Enter Commercial,2020,4,3,3,1,11XX MELVILLE ST,Central Business District,491117.6931,5459313.04
Break and Enter Commercial,2020,2,2,11,1,11XX NELSON ST,West End,490616.8269,5458944.34
Break and Enter Commercial,2020,7,4,8,31,11XX NELSON ST,West End,490616.8269,5458944.34
Break and Enter Commercial,2020,10,20,14,12,11XX NICOLA ST,West End,490118.8007,5459197.354
Break and Enter Commercial,2020,10,4,2,6,11XX PACIFIC ST,West End,490140.9386,5458486.192
Break and Enter Commercial,2020,9,18,16,15,11XX PACIFIC ST,West End,490203.1609,5458410.833
Break and Enter Commercial,2020,3,28,18,0,11XX PENDRELL ST,West End,490428.6068,5458812.516
Break and Enter Commercial,2020,9,24,1,52,11XX PENDRELL ST,West End,490514.5853,5458726.378
Break and Enter Commercial,2020,11,2,19,47,11XX PENDRELL ST,West End,490514.5853,5458726.378
Break and Enter Commercial,2020,4,7,4,27,11XX QUEBEC ST,Central Business District,492593.6337,5457991.77
Break and Enter Commercial,2020,9,25,18,47,11XX RICHARDS ST,Central Business District,491058.183,5458236.736
Break and Enter Commercial,2020,1,5,6,20,11XX RICHARDS ST,Central Business District,491059.8322,5458225.429
Break and Enter Commercial,2021,2,9,4,19,11XX RICHARDS ST,Central Business District,491059.8322,5458225.429
Break and Enter Commercial,2020,12,15,8,37,11XX ROBSON ST,West End,490802.6212,5459212.803
Break and Enter Commercial,2020,7,2,3,52,11XX ROBSON ST,West End,490827.9425,5459187.512
Break and Enter Commercial,2020,8,16,5,35,11XX ROBSON ST,West End,490827.9425,5459187.512
Break and Enter Commercial,2020,6,17,4,0,11XX ROBSON ST,West End,490845.6583,5459182.742
Break and Enter Commercial,2021,1,2,7,21,11XX ROBSON ST,West End,490859.7257,5459168.691
Break and Enter Commercial,2020,7,25,23,8,11XX ROBSON ST,West End,490869.1041,5459159.325
Break and Enter Commercial,2020,5,5,12,0,11XX ROBSON ST,West End,490870.9796,5459157.451
Break and Enter Commercial,2020,1,21,3,40,11XX ROBSON ST,West End,490890.674,5459137.781
Break and Enter Commercial,2020,3,24,3,19,11XX ROBSON ST,West End,490890.674,5459137.781
Break and Enter Commercial,2020,3,22,5,20,11XX ROBSON ST,West End,490895.466,5459120.071
Break and Enter Commercial,2020,10,16,5,16,11XX ROBSON ST,West End,490909.5334,5459106.02
Break and Enter Commercial,2020,6,26,9,18,11XX SE MARINE DR,Sunset,493932.9192,5450918.861
Break and Enter Commercial,2020,6,26,23,30,11XX SEYMOUR ST,Central Business District,490991.2159,5458304.617
Break and Enter Commercial,2020,10,11,19,30,11XX SEYMOUR ST,Central Business District,490995.7136,5458309.096
Break and Enter Commercial,2020,10,18,22,0,11XX SEYMOUR ST,Central Business District,490995.7136,5458309.096
Break and Enter Commercial,2020,8,2,1,6,11XX STATION ST,Strathcona,492834.924,5457930.256
Break and Enter Commercial,2020,9,29,11,44,11XX STATION ST,Strathcona,492834.924,5457930.256
Break and Enter Commercial,2020,12,5,3,30,11XX STATION ST,Strathcona,492834.924,5457930.256
Break and Enter Commercial,2020,4,13,23,35,11XX UNION ST,Strathcona,494088.8267,5458285.405
Break and Enter Commercial,2020,9,16,12,29,11XX UNION ST,Strathcona,494153.066,5458283.655
Break and Enter Commercial,2020,3,21,5,21,11XX W 11TH AVE,Fairview,490495.4312,5456538.954
Break and Enter Commercial,2020,12,19,20,0,11XX W 12TH AVE,Fairview,490574.6231,5456432.015
Break and Enter Commercial,2020,4,7,2,30,11XX W 13TH AVE,Fairview,490549.2045,5456327.884
Break and Enter Commercial,2020,9,16,16,43,11XX W 6TH AVE,Fairview,490612.5405,5457034.55
Break and Enter Commercial,2020,10,9,10,47,11XX W 6TH AVE,Fairview,490612.5405,5457034.55
Break and Enter Commercial,2020,8,6,0,30,11XX W 70TH AVE,Marpole,490336.0188,5450647.954
Break and Enter Commercial,2020,8,12,5,0,11XX W 7TH AVE,Fairview,490558.451,5456950.97
Break and Enter Commercial,2020,3,31,23,33,11XX W CORDOVA ST,Central Business District,491131.6171,5459616.129
Break and Enter Commercial,2020,4,8,18,39,11XX W GEORGIA ST,Central Business District,490952.0114,5459324.875
Break and Enter Commercial,2020,3,19,1,53,11XX W GEORGIA ST,West End,490993.2104,5459271.438
Break and Enter Commercial,2020,3,30,20,40,11XX W HASTINGS ST,Central Business District,491219.1519,5459510.167
Break and Enter Commercial,2020,10,29,9,32,11XX W HASTINGS ST,Central Business District,491219.1519,5459510.167
Break and Enter Commercial,2020,10,3,12,22,11XX W PENDER ST,Central Business District,491040.1606,5459519.347
Break and Enter Commercial,2020,2,20,18,20,11XX W PENDER ST,Central Business District,491099.3531,5459482.396
Break and Enter Commercial,2020,4,3,22,30,11XX W PENDER ST,Central Business District,491099.3531,5459482.396
Break and Enter Commercial,2020,6,30,17,30,11XX W PENDER ST,Central Business District,491150.5214,5459459.137
Break and Enter Commercial,2021,1,15,9,24,11XX W PENDER ST,Central Business District,491170.2015,5459450.192
Break and Enter Commercial,2020,3,20,19,30,11XX W PENDER ST,Central Business District,491205.6258,5459434.089
Break and Enter Commercial,2020,7,14,14,53,11XX W PENDER ST,Central Business District,491205.6258,5459434.089
Break and Enter Commercial,2020,2,28,10,54,12XX BARCLAY ST,West End,490545.5346,5459177.047
Break and Enter Commercial,2020,9,19,7,22,12XX BARCLAY ST,West End,490567.8497,5459142.598
Break and Enter Commercial,2020,11,12,0,43,12XX BARCLAY ST,West End,490567.8497,5459142.598
Break and Enter Commercial,2020,8,10,1,25,12XX BEACH AVE,West End,489972.9505,5458602.039
Break and Enter Commercial,2020,8,11,21,33,12XX BEACH AVE,West End,489972.9505,5458602.039
Break and Enter Commercial,2020,7,18,2,47,12XX BEACH AVE,West End,490014.0418,5458539.232
Break and Enter Commercial,2020,8,23,4,21,12XX BEACH AVE,West End,490014.0418,5458539.232
Break and Enter Commercial,2020,8,24,4,30,12XX BIDWELL ST,West End,489791.0707,5459268.814
Break and Enter Commercial,2020,9,9,5,56,12XX BIDWELL ST,West End,489791.0707,5459268.814
Break and Enter Commercial,2020,2,10,22,0,12XX BROUGHTON ST,West End,490078.0873,5459001.699
Break and Enter Commercial,2020,11,13,12,9,12XX BURNABY ST,West End,490118.7792,5458809.079
Break and Enter Commercial,2020,7,11,20,28,12XX BURNABY ST,West End,490139.4895,5458787.785
Break and Enter Commercial,2020,11,23,0,0,12XX BURNABY ST,West End,490152.2575,5458787.773
Break and Enter Commercial,2020,10,30,8,53,12XX BURNABY ST,West End,490183.323,5458755.832
Break and Enter Commercial,2020,1,20,11,8,12XX BURNABY ST,West End,490193.3363,5458732.422
Break and Enter Commercial,2020,1,21,11,15,12XX BURNABY ST,West End,490193.3363,5458732.422
Break and Enter Commercial,2020,10,11,5,0,12XX BURNABY ST,West End,490193.3363,5458732.422
Break and Enter Commercial,2020,10,11,10,37,12XX BURNABY ST,West End,490193.3363,5458732.422
Break and Enter Commercial,2020,2,27,3,7,12XX BURRARD ST,Central Business District,490501.6807,5458380.556
Break and Enter Commercial,2020,4,13,3,50,12XX BURRARD ST,Central Business District,490562.8367,5458441.007
Break and Enter Commercial,2021,2,17,20,0,12XX BURRARD ST,Central Business District,490562.8367,5458441.007
Break and Enter Commercial,2020,11,24,6,28,12XX BURRARD ST,West End,490571.3259,5458462.275
Break and Enter Commercial,2020,4,4,8,51,12XX BURRARD ST,West End,490592.6425,5458483.373
Break and Enter Commercial,2020,5,4,0,0,12XX BURRARD ST,West End,490592.6425,5458483.373
Break and Enter Commercial,2020,9,5,0,0,12XX BUTE ST,West End,490268.3421,5458764.88
Break and Enter Commercial,2020,2,12,0,1,12XX BUTE ST,West End,490290.4936,5458774.461
Break and Enter Commercial,2020,5,29,23,2,12XX BUTE ST,West End,490290.4936,5458774.461
Break and Enter Commercial,2020,9,24,11,57,12XX CARDERO ST,West End,489825.6494,5459086.539
Break and Enter Commercial,2020,7,3,2,0,12XX CARDERO ST,West End,489831.6868,5459079.626
Break and Enter Commercial,2020,9,5,14,20,12XX CARDERO ST,West End,489831.6868,5459079.626
Break and Enter Commercial,2020,9,13,0,0,12XX CARDERO ST,West End,489831.6868,5459079.626
Break and Enter Commercial,2020,9,3,8,34,12XX CARDERO ST,West End,489880.677,5459144.97
Break and Enter Commercial,2020,2,17,12,34,12XX CARDERO ST,West End,489882.3719,5459133.799
Break and Enter Commercial,2020,4,14,0,0,12XX CARDERO ST,West End,489882.3719,5459133.799
Break and Enter Commercial,2020,4,20,20,18,12XX CARDERO ST,West End,489896.0353,5459160.115
Break and Enter Commercial,2020,7,4,4,15,12XX CARDERO ST,West End,489896.0353,5459160.115
Break and Enter Commercial,2020,7,10,12,0,12XX CARDERO ST,West End,489896.0353,5459160.115
Break and Enter Commercial,2021,1,26,0,28,12XX CARTWRIGHT ST,Fairview,490310.9848,5457441.837
Break and Enter Commercial,2021,2,14,9,18,12XX COMMERCIAL DR,Grandview-Woodland,494943.4693,5457836.732
Break and Enter Commercial,2020,12,4,4,25,12XX COMMERCIAL DR,Grandview-Woodland,494944.6566,5457903.889
Break and Enter Commercial,2020,12,22,5,54,12XX COMMERCIAL DR,Grandview-Woodland,494944.6566,5457903.889
Break and Enter Commercial,2020,4,22,0,0,12XX COMOX ST,West End,490414.9988,5458979.438
Break and Enter Commercial,2020,8,29,8,27,12XX COMOX ST,West End,490414.9988,5458979.438
Break and Enter Commercial,2020,3,7,6,30,12XX DAVIE ST,West End,490227.8755,5458858.184
Break and Enter Commercial,2020,5,14,1,24,12XX DAVIE ST,West End,490227.8755,5458858.184
Break and Enter Commercial,2020,9,21,6,38,12XX DAVIE ST,West End,490227.8755,5458858.184
Break and Enter Commercial,2020,12,30,4,30,12XX DAVIE ST,West End,490263.4857,5458835.936
Break and Enter Commercial,2020,10,17,12,35,12XX E 12TH AVE,Mount Pleasant,494336.6728,5456326
Break and Enter Commercial,2020,2,20,5,55,12XX E 15TH AVE,Mount Pleasant,494272.6084,5456003.738
Break and Enter Commercial,2020,4,20,19,0,12XX E 7TH AVE,Mount Pleasant,494262.9581,5456839.041
Break and Enter Commercial,2021,1,15,10,34,12XX E 8TH AVE,Mount Pleasant,494266.4806,5456729.039
Break and Enter Commercial,2020,1,15,1,7,12XX E HASTINGS ST,Strathcona,494293.8321,5458734.124
Break and Enter Commercial,2020,3,20,14,7,12XX E HASTINGS ST,Strathcona,494293.8321,5458734.124
Break and Enter Commercial,2020,11,16,6,18,12XX E HASTINGS ST,Strathcona,494373.5721,5458740.095
Break and Enter Commercial,2020,3,16,5,15,12XX E PENDER ST,Strathcona,494277.9299,5458633.741
Break and Enter Commercial,2020,4,8,1,15,12XX FRANKLIN ST,Strathcona,494270.9585,5458835.27
Break and Enter Commercial,2020,3,22,0,0,12XX GRANVILLE ST,Central Business District,490713.5555,5458170.188
Break and Enter Commercial,2020,8,9,4,21,12XX GRANVILLE ST,Central Business District,490720.1022,5458163.804
Break and Enter Commercial,2020,11,13,19,0,12XX GRANVILLE ST,Central Business District,490757.6845,5458215.443
Break and Enter Commercial,2020,11,4,2,0,12XX GRANVILLE ST,Central Business District,490792.6231,5458238.175
Break and Enter Commercial,2020,10,9,9,11,12XX HAMILTON ST,Central Business District,490988.745,5457937.963
Break and Enter Commercial,2020,7,17,5,53,12XX HAMILTON ST,Central Business District,491023.1833,5457972.289
Break and Enter Commercial,2020,1,7,5,15,12XX HAMILTON ST,Central Business District,491025.3357,5457974.434
Break and Enter Commercial,2020,1,17,3,43,12XX HAMILTON ST,Central Business District,491025.3357,5457974.434
Break and Enter Commercial,2020,3,2,23,0,12XX HAMILTON ST,Central Business District,491044.7073,5457993.743
Break and Enter Commercial,2020,12,18,19,33,12XX HARO ST,West End,490610.5416,5459264.914
Break and Enter Commercial,2020,10,24,6,51,12XX HARO ST,West End,490632.6409,5459230.4
Break and Enter Commercial,2021,1,3,3,25,12XX HARWOOD ST,West End,490097.4768,5458687.577
Break and Enter Commercial,2021,1,11,18,44,12XX HARWOOD ST,West End,490097.4768,5458687.577
Break and Enter Commercial,2020,9,5,0,0,12XX HARWOOD ST,West End,490134.3732,5458638.113
Break and Enter Commercial,2020,9,8,22,7,12XX HARWOOD ST,West End,490134.3732,5458638.113
Break and Enter Commercial,2020,9,7,2,0,12XX HOMER ST,Central Business District,490935.5704,5457957.133
Break and Enter Commercial,2021,2,3,3,13,12XX HOMER ST,Central Business District,490935.5704,5457957.133
Break and Enter Commercial,2020,4,28,20,31,12XX HOMER ST,Central Business District,490950.24,5457984.818
Break and Enter Commercial,2020,10,5,22,30,12XX HOMER ST,Central Business District,490958.6993,5457993.311
Break and Enter Commercial,2020,4,9,1,30,12XX HOMER ST,Central Business District,490977.7327,5458012.42
Break and Enter Commercial,2020,2,19,19,0,12XX HOMER ST,Central Business District,491003.1105,5458037.898
Break and Enter Commercial,2020,9,5,2,6,12XX HOMER ST,Central Business District,491003.1105,5458037.898
Break and Enter Commercial,2020,9,14,7,10,12XX HORNBY ST,Central Business District,490677.7218,5458404.454
Break and Enter Commercial,2021,1,18,4,52,12XX HOWE ST,Central Business District,490650.0979,5458241.187
Break and Enter Commercial,2020,5,25,16,0,12XX HOWE ST,Central Business District,490670.6282,5458274.695
Break and Enter Commercial,2020,8,3,9,34,12XX HOWE ST,Central Business District,490670.6282,5458274.695
Break and Enter Commercial,2021,1,27,1,54,12XX HOWE ST,Central Business District,490733.2331,5458324.464
Break and Enter Commercial,2020,1,25,20,5,12XX HOWE ST,Central Business District,490735.2885,5458339.465
Break and Enter Commercial,2020,1,31,4,20,12XX HOWE ST,Central Business District,490735.2885,5458339.465
Break and Enter Commercial,2020,8,18,4,48,12XX HOWE ST,Central Business District,490735.2885,5458339.465
Break and Enter Commercial,2021,1,9,9,3,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494230.6252,5455452.98
Break and Enter Commercial,2020,4,3,19,55,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494243.2163,5455443.773
Break and Enter Commercial,2020,11,27,19,30,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494243.2163,5455443.773
Break and Enter Commercial,2020,4,8,9,48,12XX LAMEYS MILL RD,Fairview,490392.0183,5457112.665
Break and Enter Commercial,2020,10,26,15,50,12XX MAIN ST,Central Business District,492717.8328,5457907.397
Break and Enter Commercial,2020,2,4,3,47,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.003
Break and Enter Commercial,2021,1,20,11,15,12XX MARINASIDE CRES,Central Business District,491202.3906,5457736.003
Break and Enter Commercial,2020,2,5,5,0,12XX MELVILLE ST,Central Business District,490884.6131,5459551.58
Break and Enter Commercial,2020,2,17,20,34,12XX MELVILLE ST,Central Business District,490884.6131,5459551.58
Break and Enter Commercial,2020,10,2,18,0,12XX MELVILLE ST,Central Business District,490884.6131,5459551.58
Break and Enter Commercial,2020,1,21,2,51,12XX MELVILLE ST,Central Business District,490918.957,5459505.485
Break and Enter Commercial,2020,2,3,2,45,12XX MELVILLE ST,Central Business District,490918.957,5459505.485
Break and Enter Commercial,2020,2,23,4,15,12XX MELVILLE ST,Central Business District,490918.957,5459505.485
Break and Enter Commercial,2020,8,20,2,29,12XX NANAIMO ST,Grandview-Woodland,495879.7897,5457891.875
Break and Enter Commercial,2020,5,17,13,28,12XX NELSON ST,West End,490461.3512,5459087.382
Break and Enter Commercial,2020,9,30,1,45,12XX NICOLA ST,West End,489885.3864,5458964.539
Break and Enter Commercial,2020,5,12,5,12,12XX NICOLA ST,West End,489939.8289,5459018.493
Break and Enter Commercial,2020,4,28,11,0,12XX PACIFIC BLVD,Central Business District,491107.9405,5457915.381
Break and Enter Commercial,2020,1,2,6,46,12XX PACIFIC ST,West End,490050.2021,5458577.452
Break and Enter Commercial,2020,3,11,7,35,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.907
Break and Enter Commercial,2020,7,1,17,0,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.907
Break and Enter Commercial,2020,9,23,20,0,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.907
Break and Enter Commercial,2020,3,25,2,40,12XX RICHARDS ST,Central Business District,490927.5588,5458104.676
Break and Enter Commercial,2020,7,13,0,45,12XX RICHARDS ST,Central Business District,490927.5588,5458104.676
Break and Enter Commercial,2020,2,25,19,45,12XX ROBSON ST,West End,490707.6689,5459320.58
Break and Enter Commercial,2020,11,24,6,9,12XX ROBSON ST,West End,490739.482,5459288.798
Break and Enter Commercial,2020,10,26,21,22,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.845
Break and Enter Commercial,2020,11,6,3,51,12XX SEYMOUR ST,Central Business District,490806.8322,5458106.845
Break and Enter Commercial,2020,3,10,16,0,12XX VICTORIA DR,Grandview-Woodland,495226.6851,5457861.761
Break and Enter Commercial,2020,1,8,0,50,12XX W 14TH AVE,Fairview,490283.8121,5456233.16
Break and Enter Commercial,2020,1,20,22,0,12XX W 14TH AVE,Fairview,490334.406,5456240.965
